63700.9154903,57411.2180935,52830.799239,48013.954943,47624.4486832,44743.6873635,42983.572814,42914.5938891,42772.8613167,42629.2509895,42302.2697249,41014.7932223,40286.5898335,38456.4470484,37722.526305,37455.2371483,37455.2371483,37455.2371483,36743.1544126,36331.1024337,35945.5392744,35738.7004535,35507.1209683,35030.1403588,33959.5787559,33430.5457718,33296.7496183,33180.2293244,32900.1319013,32707.1397042,32707.1397042,32426.6171465,32426.6171465,31912.9628974,31666.974479,31589.9179108,31506.4958631,31143.4755598,30726.195171,30206.656416
64610.2878767,60445.0060052,54608.7304838,52077.5149515,49323.8557302,47019.6388833,46025.8418436,44029.4539625,42842.9062575,42264.6232578,42138.5224705,41647.919551,40435.5018182,39824.4615597,39073.1321955,38697.7727747,38697.7727747,38180.1956387,37423.2258315,37339.4475203,36875.7931197,36434.6929864,35664.8365129,35171.9846083,34975.9484971,34566.9745072,34458.2110865,34081.1725872,33892.0617182,33892.0617182,33703.719551,33612.8728008,33524.769931,33523.4105021,33053.973166,33036.4994699,33036.4994699,32926.5210102,32918.9136401,32918.9136401
68692.1699778,61005.1033362,56160.7363541,52679.2828778,48993.943558,45943.8204038,44981.1653217,42807.0006538,42073.7323442,41562.2084611,41305.3346473,40540.2720435,39957.2651587,38022.0893936,37780.3822181,37052.2361058,36778.8383819,36080.5493443,36080.5493443,35491.524734,34267.8092798,33574.9528022,33189.6967436,32585.6827273,32424.840795,32006.3014651,31679.5455338,31679.5455338,31317.8777004,31098.1059601,30870.7614862,30472.9248016,30403.0933095,29884.5303271,29704.3400434,29468.1517439,28942.8386544,28440.4959897,28307.0324255,28238.4007106
66651.596423,57569.6806267,54020.8932325,52050.9185613,48749.4207707,46849.7397016,46067.5340057,44343.5232862,42725.8758153,41400.5610296,40527.4794149,40130.2984294,38968.277723,38968.277723,37519.5446089,37246.2936555,36944.8805049,36944.8805049,36126.9960489,34738.9466501,33627.4181516,33352.8599679,33313.8542912,32721.946155,32591.5354127,32347.1026717,32233.2942585,32083.9955565,32083.9955565,32083.9955565,31903.0452129,31447.0153371,31358.1895607,31064.9607467,30953.5253981,30934.2804981,29855.0482292,29696.8780562,29685.2885877,29587.1862871
66441.0977445,61219.8845922,56702.5555073,48913.9239678,46049.0263036,43399.9765169,41673.3102965,41248.3057391,40150.6465582,38290.2514993,37263.0045476,37143.6008247,36386.3097991,36021.6346808,36021.6346808,35700.3483978,35700.3483978,35292.4458012,34598.1156675,34569.4176094,34344.0355783,34099.5675354,33896.6344365,33888.6695349,33878.5273835,33458.4432592,32925.5898433,32924.4252513,32666.9320007,32533.8302035,32273.908804,32198.4148667,31985.9968656,31732.1725596,31383.2059981,30930.3905725,30743.871206,30644.1279819,30644.1279819,30509.4947456
66557.3930668,61189.1334154,58173.2407876,54419.5798711,51692.2168871,50410.4077827,48995.6191866,47506.0117637,46476.0914194,45402.0071702,43354.3080278,42244.0171299,42030.8748418,40319.9585946,39480.7063459,38278.7084367,38148.5784191,37962.268899,37386.596411,36310.6722629,36145.1460845,35960.8126815,35960.8126815,35522.9061642,35207.4986394,34466.830435,34172.5146108,34082.1769622,34048.6731018,33995.4621921,33819.0874639,33819.0874639,33430.9807264,33202.9602197,33202.9602197,33166.8834282,32574.3122127,32567.9901686,32567.9901686,32134.7669973
68827.6278449,62510.171957,57296.0071291,54059.6362273,50532.9388516,48649.8057574,47734.2854802,46381.8964068,43961.2359302,41643.2565843,38912.4961418,38228.5680501,37008.8532227,35921.1767739,34904.4004153,34811.8245578,33787.4114954,33128.8868789,32144.7352394,31657.0553349,31520.9964537,31220.1331365,30862.2447818,30702.880852,30638.9983043,30638.9983043,30550.4783881,30427.6091857,29934.6837484,29526.1009361,29040.1857351,28506.6953401,28506.6953401,28506.6953401,28253.4658965,28153.7724162,27598.8057814,27465.7071396,27288.0961573,27261.7233421
65253.0832075,58345.811147,48880.3899526,46750.669335,45419.2415511,44224.2142162,42970.872662,42393.4211691,40372.9252323,39682.8621804,38441.6251508,37448.837477,37378.4269092,37378.4269092,35465.5310635,35460.6316962,34443.4197457,34312.5581805,34184.3180075,33088.6670893,33088.6670893,32936.2066681,32630.3787531,32418.1529233,32418.1529233,32287.010515,31993.9395675,31871.9883356,31668.2399278,30997.799977,30755.2027649,30540.7806497,30461.0793896,30303.7106288,30303.7106288,28973.8073099,28973.8073099,28971.2893906,28567.4344886,28567.4344886
66214.8173801,62073.4164507,58329.8143469,50042.0759433,45669.1091963,45018.6753162,43990.3470315,43261.8744112,42403.1089226,41730.3381313,41179.4856755,40356.9711352,39297.0064857,38923.0074092,38899.4665228,38853.884166,38330.0801116,37938.4538336,37486.0368501,36903.5915336,36815.1592296,36359.9987483,35858.5732049,35320.648912,34851.0496655,34588.1304258,34233.398217,33960.2547501,33800.7855955,33708.2187837,32917.4065761,32678.4740994,31988.6716212,30411.6171734,30374.3100992,30366.0485704,30276.9750523,30275.1376192,30121.5749618,30073.9145429
63186.4310463,60641.8026565,56049.2328258,51055.8351121,48687.4735468,44900.6708249,41603.0900836,41603.0900836,40444.5924206,40187.8601008,38443.9375139,37432.5943961,36347.4179907,35848.3801757,34959.6588066,34438.766045,33529.6076852,32996.9364784,32487.3712873,31936.9471141,31506.2919777,31506.2919777,31506.2919777,31322.0543317,31163.3760288,31163.3760288,30748.6902559,30748.6902559,30200.6500693,29707.4878409,29204.0091887,28667.4884854,28083.0040112,27963.3710467,27851.5572599,27851.5572599,27734.6678205,27734.6678205,27734.6678205,27725.4630509
