65076.3488439,59247.2237765,53746.1531352,52855.3454206,48548.1321474,48026.2301241,45933.8043946,44193.3151692,44096.4552185,43540.6182634,43466.9064683,42299.4018674,40608.5079972,39799.943835,38134.0725953,36113.0412935,35742.0951877,35536.7021234,35049.980926,34832.2501164,34177.201933,34005.1223902,33740.7233672,33579.3916896,32824.0324735,32782.4261626,32645.8373245,32195.0444085,31829.941847,31756.7065028,31756.7065028,31363.727131,30852.4520006,30376.3016268,30157.6747793,30062.8229863,30055.7716846,30055.7716846,29883.641282,29783.4852005
62997.9334482,56271.1742408,51867.9877288,50461.0802609,47487.8866341,45973.3241523,44897.8786431,42610.9723497,41596.8003928,40738.474438,38602.715396,38602.715396,38141.4770152,38066.0748931,37454.5293786,37104.1314908,35805.7382568,35347.512864,35212.175777,35157.9796329,34639.7777015,34443.4121728,34443.4121728,34443.4121728,34161.6875699,33940.0982057,33940.0982057,33445.8819535,33445.8819535,33384.2157117,33290.2416476,32518.249391,32043.3760647,32043.3760647,32014.6078693,31742.0795342,31742.0795342,31727.6772474,31641.7177978,31535.8226998
68178.0378986,60811.495113,56172.9236905,55156.7653247,54477.979281,52679.6894455,49909.1220924,47222.0597488,44908.4692353,44221.5611771,44151.7173365,43250.585592,43029.1360702,42417.8368926,41700.4865519,41072.6666765,39701.4207119,39595.3340922,39498.884017,39340.749393,38906.980787,38693.1576838,38553.1227444,37955.532549,37376.6969431,37302.0228392,37268.31201,35797.6024289,35201.430244,34094.6719585,33897.7821794,33665.1628723,33569.9455327,33470.1506444,33343.4890809,33285.5423681,33266.9642015,33256.2015016,32671.0413735,32520.8613708
62563.6208798,56097.3848577,52908.1927897,51139.0223203,50380.5723128,48321.5016564,47805.3798627,46541.514368,46154.4505351,44306.3225282,44129.8702625,43923.5812704,43789.3475322,42987.4095014,42817.7736596,42065.5620529,41648.0810196,39920.7432881,39536.5847347,38462.4264172,37644.4358597,37639.029694,37278.8918346,35950.8554798,35636.7895254,35521.111781,35142.4977619,35133.403664,34973.9022921,34948.7999928,34008.8148797,34008.8148797,33932.220944,33040.9780006,33040.9780006,32632.8176126,32166.926597,32166.926597,31841.9772347,31725.9600384
70214.8761,64108.9137663,58460.9909919,52282.6774481,49393.7852093,46312.3199155,44775.4844523,43939.7491499,43472.3539633,42061.4103414,41692.369662,39093.1972735,38908.3524235,38908.3524235,38451.1618087,38324.8617258,38083.5006845,38064.562439,37621.6054209,37344.6683516,36333.2718103,36228.9021968,35896.8150792,35896.8150792,35742.2003738,35742.2003738,35694.2222417,35694.2222417,35694.2222417,35694.2222417,35529.396964,35025.0983107,34324.1623487,34324.1623487,34324.1623487,33997.8873853,33736.0172095,33681.4224286,33440.2484095,33135.8022931
65334.2894715,57086.5293886,53213.7677032,51047.0587935,50247.6595449,49433.8143794,46124.6806724,44871.9864469,43472.244205,43187.2823038,43081.0763643,42054.1827948,41747.7498545,41411.6368748,39983.7873701,39345.3321162,39138.1343354,38751.0971789,38571.3930813,38288.3253017,37527.66406,37047.5400221,36043.4737603,36043.4737603,35748.9313572,35531.2335547,34856.4763533,34794.5837788,34794.5837788,34339.6479228,33531.7071576,33531.7071576,33531.7071576,33301.5285963,33301.5285963,32868.629673,32724.2531388,32724.2531388,32586.7796145,32383.9460534
62888.4931531,55274.9226343,51447.4136036,50163.6224071,49074.5139782,47308.5781403,45374.1775659,43390.8273761,43280.838773,42654.4592518,41447.849695,41143.1491164,39544.9337736,39319.0416585,38613.9615867,38491.5842863,37579.8515238,37203.0741566,37128.99974,36116.3690226,35360.9354182,35292.7733892,34755.708625,34387.7686193,34208.6488076,34208.6488076,33989.8969646,33806.0318514,33606.4413698,33553.7195353,33530.3147199,33388.9077001,33388.9077001,33351.5791013,33085.4409748,32932.3534263,32932.3534263,32850.7313365,32763.8141932,32737.0794457
70111.6709103,58185.6682493,52461.7896043,48530.1865486,45944.1121893,43404.1595445,42606.2718048,42428.1345575,40871.6620943,40092.2964992,39646.5264475,39497.9001936,38271.2794155,38254.0763061,38079.216897,37579.8544988,37257.485823,37241.9958615,37234.8166299,37228.7523049,36985.1200833,36881.3015391,36881.3015391,36557.6453562,36220.789991,36214.0313372,35611.5639028,35417.0444643,35135.1246855,35086.5716662,34909.820839,34555.1559269,34320.6785301,33744.7347765,33227.0096189,32784.8121735,32784.8121735,32734.7776528,32095.6379899,31947.1237515
70244.3849509,61067.1460872,57526.7802501,52407.0250758,50422.6894123,48519.4035875,47128.8601243,44861.0519009,42879.1087478,41860.6964621,40613.2536865,39876.8429862,38963.9325004,38636.9897658,37942.1029084,36677.3025346,36257.6916323,35925.9580784,35572.9866949,35160.2901852,34786.1172564,34506.0685223,34472.2893101,34312.7668775,33777.5028673,33085.4517106,32520.6322501,32410.9938753,32049.8171493,31818.7573512,31726.3510823,31136.6303771,30999.4729667,30688.8724121,30594.9472537,30441.8720824,30441.8720824,30402.553004,30223.2895401,29870.2026826
65020.9738711,60868.0955525,53699.7289833,49723.4446917,47855.0320788,46958.8273815,42078.7158481,41275.1985316,39959.490038,38865.179885,38315.2282291,37636.1122126,37329.9175833,36431.1332531,36159.6133399,35457.5682601,34978.4283219,34814.4702526,34705.364079,34235.5706533,34110.90578,33639.1949492,33196.8814202,33104.1036316,32527.7460915,32527.7460915,32527.7460915,32524.8878263,32020.0904736,31843.8604923,31267.568844,30382.1793911,30382.1793911,30382.1793911,30362.9255155,30362.9255155,30362.9255155,30098.6076356,29470.3284932,28918.9227529
