9291.18662555,7344.60550179,5984.54927331,5958.28473105,5958.28473105,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124,5955.96893124
8964.81090202,6789.02949181,6287.67975863,6237.32365607,6237.32365607,5970.29697401,5970.29697401,5970.29697401,5966.30911161,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457,5902.5038457
6579.1960627,6451.51842761,6172.25669858,6172.25669858,6172.25669858,6172.25669858,6172.25669858,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059,6088.65495059
6498.52252741,6339.3089157,6032.19251399,6032.19251399,6032.19251399,5703.19744809,5525.16062525,5463.9887731,5463.9887731,5463.9887731,5362.38773368,5171.39314727,5171.39314727,5171.39314727,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409
7018.61453566,6416.74320344,5508.37573124,5508.37573124,5406.77469182,5279.09705673,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409
6650.01799446,6095.55685464,6052.69372543,6052.69372543,5933.09607463,5488.75556351,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409,5113.67141409
8395.22442063,6818.51059989,6051.61664496,6004.47773146,6004.47773146,6004.47773146,6004.47773146,5981.27657755,5981.27657755,5981.27657755,5917.47131164,5917.47131164,5917.47131164,5917.47131164,5917.47131164,5917.47131164,5917.47131164,5917.47131164,5917.47131164,5917.47131164
6538.81550959,6538.81550959,6291.02060942,6245.10676048,6245.10676048,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385,6147.47207385
7399.12660545,6555.33417257,6129.92025723,6112.53243759,6010.93139817,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243,5902.85356243
7494.11393298,6871.71907201,6404.02451144,6227.1493837,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278,5996.39218278
